0, 0
-3.72529E-10, 0.01
-3.72529E-10, 0.01
-3.72529E-10, 0.01
-3.72529E-10, 0.01
-3.72529E-10, 0.01
-1.490116E-09, 0.02
-3.270805E-09, 0.0326
-5.148351E-09, 0.0452
-7.025898E-09, 0.0578
-1.337379E-08, 0.0704
-1.492351E-08, 0.083
-2.088398E-08, 0.09560002
-2.24337E-08, 0.1082
-2.24337E-08, 0.1208
-2.24337E-08, 0.1334001
-2.24337E-08, 0.1460001
-2.24337E-08, 0.1586001
-2.24337E-08, 0.1775001
-2.24337E-08, 0.2027001
-1.945347E-08, 0.2279001
-1.452863E-09, 0.2531001
9.685728E-11, 0.2783001
9.685728E-11, 0.3035001
1.356751E-08, 0.3287001
1.646578E-09, 0.3539001
-1.452864E-09, 0.3791001
1.646578E-09, 0.4043
9.685728E-11, 0.4295001
9.685728E-11, 0.4547001
9.685728E-11, 0.4799002
9.685728E-11, 0.5051001
9.685728E-11, 0.5290001
3.171339E-08, 0.5483
2.104789E-08, 0.5526
2.384186E-08, 0.5526
7.748604E-08, 0.5526
2.682209E-08, 0.5526
-1.788139E-08, 0.5526
-1.192093E-08, 0.5525999
-8.34465E-08, 0.5525999
-7.152558E-08, 0.5525999
-8.344651E-08, 0.5526
-9.536743E-08, 0.5525999
0.003226245, 0.5487801
0.01694329, 0.5325277
0.03309642, 0.5133708
0.04922619, 0.4942236
0.06533419, 0.4750847
0.07740255, 0.4607346
0.0854414, 0.4511696
0.09347565, 0.4416058
0.101505, 0.4320429
0.10953, 0.4224807
0.1175505, 0.412919
0.1255667, 0.4033577
0.1335785, 0.3937964
0.1415859, 0.3842349
0.1495896, 0.3746733
0.1575891, 0.3651114
0.1655848, 0.3555489
0.1735766, 0.3459858
0.1815644, 0.3364216
0.1895485, 0.3268564
0.1975288, 0.31729
0.2055053, 0.3077222
0.213478, 0.2981528
0.2214469, 0.2885816
0.229412, 0.2790086
0.2373733, 0.2694335
0.2453308, 0.2598562
0.2532843, 0.2502764
0.261234, 0.2406942
0.2691794, 0.2311092
0.2771206, 0.2215212
0.2850575, 0.21193
0.2929899, 0.2023356
0.3009176, 0.1927374
0.3088401, 0.1831353
0.3167571, 0.1735287
0.3246679, 0.1639171
0.3325723, 0.1543004
0.3404692, 0.1446775
0.3483562, 0.1350466
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535482, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3535481, 0.1286878
0.3536107, 0.1386876
0.353672, 0.1512874
0.3537178, 0.1638873
0.3537558, 0.1764873
0.3537888, 0.1890872
0.353819, 0.2016872
0.3538472, 0.2142872
0.3538738, 0.2268871
0.3538989, 0.2394871
0.3539223, 0.2520871
0.3539445, 0.2646871
0.3539646, 0.2772871
0.3539837, 0.2898871
0.3540011, 0.3024871
0.354017, 0.3150871
0.3540314, 0.3276871
0.354044, 0.3402871
0.354055, 0.3528871
0.3540643, 0.3654871
0.3540719, 0.3780871
0.3540779, 0.3906871
0.3540823, 0.4032871
0.3540844, 0.4158871
0.3540851, 0.4284871
0.3540837, 0.4410871
0.3540804, 0.4536871
0.3540752, 0.4662871
0.3540679, 0.4788871
0.3540581, 0.4914871
0.3540464, 0.5040872
0.3540322, 0.5166872
0.3540157, 0.5292872
0.3539968, 0.5418872
0.3539751, 0.5544872
0.3539507, 0.5670872
0.3539235, 0.5796872
0.3538931, 0.5922872
0.3538592, 0.6048872
0.3538212, 0.6174871
0.3537793, 0.6300871
0.3537327, 0.642687
0.3536814, 0.655287
0.353635, 0.6652868
0.3535716, 0.6752867
0.3535294, 0.6812757
0.3535293, 0.6812757
0.3535294, 0.6812757
0.3535294, 0.6812757
0.3535294, 0.6812757
0.3535294, 0.6812757
0.3535294, 0.6812757
0.3535293, 0.6812757
0.3535293, 0.6812757
0.3535293, 0.6812757
0.3535293, 0.6812757
0.3535293, 0.6812757
0.3535293, 0.6812757
0.3535293, 0.6812756
0.3535293, 0.6812756
0.3535292, 0.6812756
0.3535292, 0.6812756
0.3535292, 0.6812757
0.3535292, 0.6812757
0.3535292, 0.6812755
0.3535291, 0.6812756
0.3535292, 0.6812755
0.359982, 0.6736361
0.3664344, 0.6659963
0.374571, 0.6563759
0.3827078, 0.6467556
0.390844, 0.6371346
0.398978, 0.6275118
0.4071096, 0.617887
0.4152387, 0.60826
0.4233648, 0.5986305
0.431488, 0.5889987
0.4396084, 0.5793644
0.4477257, 0.5697275
0.4558398, 0.560088
0.4639508, 0.5504459
0.4720588, 0.5408012
0.4801635, 0.5311538
0.4882648, 0.5215036
0.4963628, 0.5118504
0.5044577, 0.5021946
0.5125489, 0.4925358
0.5206358, 0.4828746
0.5287169, 0.4732132
0.5367922, 0.463551
0.5448617, 0.4538879
0.5529258, 0.4442236
0.5609843, 0.434558
0.5690373, 0.4248907
0.5770848, 0.4152213
0.5851267, 0.4055497
0.5931631, 0.3958755
0.601194, 0.3861986
0.6092193, 0.3765185
0.6172388, 0.366835
0.6252524, 0.3571478
0.6332601, 0.3474566
0.6412615, 0.337761
0.6492564, 0.3280607
0.6572444, 0.3183552
0.6652251, 0.3086442
0.6731981, 0.2989271
0.6811622, 0.2892029
0.6891162, 0.2794707
0.6970584, 0.2697287
0.7049853, 0.2599743
0.7070894, 0.2573695
0.7070894, 0.2573695
0.7070894, 0.2573695
0.7070894, 0.2573695
0.7070894, 0.2573695
0.7070894, 0.2573695
0.7070894, 0.2573695
0.7070894, 0.2573695
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7070894, 0.2573694
0.7072048, 0.2673687
0.7072971, 0.2799684
0.7074051, 0.2925679
0.7075073, 0.3051675
0.7076094, 0.3177671
0.7077072, 0.3303667
0.7078015, 0.3429663
0.7078914, 0.355566
0.707977, 0.3681657
0.7080581, 0.3807655
0.7081346, 0.3933652
0.7082064, 0.405965
0.7082736, 0.4185649
0.7083358, 0.4311647
0.7083933, 0.4437645
0.7084456, 0.4563645
0.7084928, 0.4689643
0.7085349, 0.4815643
0.7085716, 0.4941642
0.7086029, 0.5067642
0.7086287, 0.5193642
0.7086489, 0.5319642
0.7086633, 0.5445642
0.7086717, 0.5571642
0.7086741, 0.5697642
0.7086703, 0.5823642
0.7086601, 0.5949642
0.7086431, 0.6075642
0.7086193, 0.6201643
0.7085885, 0.6327643
0.7085503, 0.6453642
0.7085046, 0.6579642
0.7084508, 0.6705641
0.7083887, 0.6831639
0.7083179, 0.6957638
0.7082376, 0.7083635
0.7081477, 0.7209632
0.708047, 0.7335628
0.7079346, 0.7461624
0.7078094, 0.7587616
0.7076702, 0.7713609
0.7075149, 0.7839599
0.7073758, 0.793959
0.7071841, 0.8039571
0.7070559, 0.8099518
0.7070557, 0.8099518
0.7070557, 0.8099518
0.7070557, 0.8099518
0.7070557, 0.8099518
0.7070557, 0.8099518
0.7070557, 0.8099518
0.7070557, 0.8099518
0.7070556, 0.8099518
0.7070557, 0.8099518
0.7070556, 0.8099518
0.7070555, 0.8099517
0.7167705, 0.7985229
0.7322452, 0.7803094
0.7485782, 0.761119
0.7649015, 0.7419207
0.7812095, 0.7227088
0.7975004, 0.7034826
0.813773, 0.6842411
0.8300269, 0.6649837
0.8462615, 0.64571
0.8624743, 0.6264211
0.8786514, 0.6071322
0.8947873, 0.5878478
0.9108843, 0.5685635
0.9269441, 0.5492747
0.9429677, 0.5299776
0.9589556, 0.5106679
0.9749082, 0.4913416
0.9908242, 0.4719945
1.006702, 0.4526221
1.022537, 0.4332189
1.038322, 0.4137772
1.054042, 0.3942835
